City,Country,Latitude,Longitude,Max Temperature,Humidity,Wind Speed,Cloudiness,Date
Narsaq,GL,60.9167,-46.05,44.6,61,8.05,20,1618080070
Rosarito,MX,32.3333,-117.0333,71.01,63,9.22,1,1618080513
Kudahuvadhoo,MV,2.6708,72.8944,82.4,75,10.51,40,1618080132
Alofi,NU,-19.0595,-169.9187,73.4,94,3.44,2,1618080032
Vao,NC,-22.6667,167.4833,79.07,84,34.81,100,1618080513
Mongoumba,CF,3.6415,18.5936,80.1,60,1.59,100,1618080514
Dembī Dolo,ET,8.5333,34.8,67.37,41,4.45,98,1618080514
Pangkalanbuun,ID,-2.6833,111.6167,75.06,95,0.47,95,1618080514
Husavik,IS,66.0449,-17.3389,32.0,47,9.22,0,1618080078
Half Moon Bay,US,37.4636,-122.4286,63.0,62,9.22,1,1618080515
Myitkyina,MM,25.3833,97.4,73.13,63,2.19,86,1618080515
Mwinilunga,ZM,-11.7358,24.4293,59.72,95,3.2,80,1618080516
Imeni Poliny Osipenko,RU,52.4201,136.4853,36.3,69,11.99,100,1618080516
Flinders,AU,-34.5833,150.8552,59.0,66,3.0,0,1618080516
Iskateley,RU,67.6803,53.1512,37.4,89,22.17,100,1618080219
Naifaru,MV,5.4444,73.3657,83.32,67,5.66,3,1618080517
Chokurdakh,RU,70.6333,147.9167,-32.4,100,1.81,100,1618080039
Zhangaözen,KZ,43.3,52.8,73.4,22,18.9,12,1618080118
Upernavik,GL,72.7868,-56.1549,22.37,82,8.23,100,1618080038
Hasaki,JP,35.7333,140.8333,41.0,87,6.91,20,1618080518
Korla,CN,41.7597,86.1469,56.59,42,2.3,0,1618080035
Sfântu Gheorghe,RO,45.8667,25.7833,42.01,55,1.34,2,1618080518
Jamestown,US,42.097,-79.2353,78.01,35,12.66,1,1618079975
Forbes,AU,-33.3833,148.0167,54.0,62,1.99,5,1618080519
Taltal,CL,-25.4,-70.4833,67.77,74,6.6,84,1618080020
Thompson,CA,55.7435,-97.8558,35.6,64,9.22,40,1618080049
Altay,CN,47.8667,88.1167,35.96,37,8.16,0,1618080519
Praia da Vitória,PT,38.7333,-27.0667,60.8,94,15.08,75,1618080143
Bogorodskoye,RU,56.55,37.8833,37.38,72,9.24,9,1618080520
Fenton,US,42.7978,-83.7049,77.0,41,14.97,20,1618080520
Bluff,NZ,-46.6,168.3333,57.0,94,3.0,53,1618080040
San Fernando del Valle de Catamarca,AR,-28.4696,-65.7852,61.0,99,5.01,100,1618080521
Umba,RU,66.6871,34.3429,32.86,80,12.19,100,1618080521
Adrar,MR,20.5022,-10.0711,87.22,13,11.43,1,1618080188
Carnarvon,AU,-24.8667,113.6333,77.0,88,13.8,97,1618080064
Acapulco de Juárez,MX,16.8634,-99.8901,84.2,65,11.5,1,1618080255
Cassilândia,BR,-19.1133,-51.7342,91.06,24,4.27,0,1618080522
Camacha,PT,33.0833,-16.3333,66.2,82,9.22,40,1618080152
Coolum Beach,AU,-26.5333,153.1,66.99,92,5.26,15,1618080522
Tandil,AR,-37.3217,-59.1332,64.0,80,5.99,100,1618080523
São João da Barra,BR,-21.6403,-41.0511,86.0,48,11.5,20,1618080523
San Quintín,MX,30.4833,-115.95,65.39,67,13.18,72,1618080524
Farnes,NO,61.3167,7.8,17.04,90,2.17,36,1618080524
La Asuncion,VE,11.0333,-63.8628,91.4,55,16.11,100,1618080524
Saint George,US,37.1041,-113.5841,73.99,15,2.86,1,1618080062
Hobart,AU,-42.8794,147.3294,44.6,70,11.5,75,1618080019
Avarua,CK,-21.2078,-159.775,80.6,89,2.3,20,1618080069
Victor Harbor,AU,-35.5667,138.6167,59.0,66,7.0,100,1618080525
Kakching,IN,24.4833,93.9833,65.35,65,1.14,83,1618080526
George Town,MY,5.4112,100.3354,80.01,94,6.91,40,1618080041
Biak,ID,-0.9131,122.8766,76.03,83,1.07,100,1618080161
Sola,VU,-13.8833,167.55,77.0,100,2.55,75,1618080066
Prince Rupert,CA,54.3161,-130.3201,35.6,100,3.44,90,1618080341
Hervey Bay,AU,-25.2986,152.8535,69.01,84,8.81,59,1618080527
Mount Gambier,AU,-37.8333,140.7667,50.0,66,19.57,40,1618080021
Dikson,RU,73.5069,80.5464,16.48,97,13.8,72,1618080084
Nurlat,RU,54.4277,50.8051,46.92,91,6.31,100,1618080527
Akonolinga,CM,3.7667,12.25,75.97,73,2.89,99,1618080528
Puruliya,IN,23.3333,86.3667,81.34,46,3.94,0,1618080528
La Carolina,ES,38.2756,-3.6153,55.09,69,7.4,17,1618080529
Maragogi,BR,-9.0122,-35.2225,79.25,84,10.67,99,1618080529
Barrow,US,71.2906,-156.7887,-13.0,77,11.5,20,1618079992
Dhadar,IN,28.3305,75.0632,80.8,9,7.23,5,1618080529
Kasamwa,TZ,-2.85,32.4333,62.64,97,4.68,100,1618080530
Opuwo,NA,-18.0607,13.84,73.09,30,9.71,6,1618080159
Tuatapere,NZ,-46.1333,167.6833,57.0,94,3.0,80,1618080133
Haines Junction,CA,60.7522,-137.5108,-0.4,32,3.44,88,1618080530
Bouaké,CI,7.6895,-5.0218,86.0,54,6.91,100,1618080531
Kroya,ID,-7.6331,109.2461,78.71,84,3.02,100,1618080531
Interlaken,US,36.9513,-121.7338,61.0,62,4.61,1,1618080532
Río Gallegos,AR,-51.6226,-69.2181,68.0,22,14.97,40,1618080532
Codrington,AU,-38.2667,141.9667,50.79,65,26.06,100,1618080111
Segezha,RU,63.7415,34.3222,32.92,77,13.6,9,1618080532
San,ML,13.3034,-4.8956,97.66,6,6.11,0,1618080305
Waynesville,US,35.4887,-82.9887,57.0,71,4.0,100,1618080533
Necochea,AR,-38.5473,-58.7368,64.0,83,7.0,100,1618080135
Tabou,CI,4.423,-7.3528,80.89,81,9.84,100,1618080533
Bodden Town,KY,19.2833,-81.25,87.8,66,14.97,75,1618080534
Boa Vista,BR,2.8197,-60.6733,89.6,51,5.75,40,1618080534
Tasiilaq,GL,65.6145,-37.6368,32.0,69,1.14,75,1618080026
Lagoa,PT,39.05,-27.9833,59.31,94,20.6,100,1618080169
Saurimo,AO,-9.6608,20.3916,60.89,97,3.58,99,1618080535
Mulegé,MX,26.8833,-111.9833,85.93,28,11.41,15,1618080535
Hobyo,SO,5.3505,48.5268,82.53,65,13.67,6,1618080215
Mariehamn,AX,60.0973,19.9348,41.0,52,4.61,0,1618080535
Yinchuan,CN,38.4681,106.2731,48.99,66,5.91,100,1618080536
Hereford,GB,52.0568,-2.7148,39.0,87,4.0,100,1618080536
Yar-Sale,RU,66.8333,70.8333,27.18,95,12.24,48,1618080537
Ambilobe,MG,-13.2,49.05,74.19,91,3.33,100,1618080152
Mora,CM,11.0461,14.1401,89.76,30,12.48,100,1618080258
Quatre Cocos,MU,-20.2078,57.7625,80.01,78,11.5,40,1618080537
Kashgar,CN,39.4547,75.9797,55.4,28,11.18,10,1618080538
São Gabriel da Cachoeira,BR,-0.1303,-67.0892,89.6,62,2.3,40,1618080538
Kem',RU,64.9555,34.5793,34.57,80,10.74,57,1618080089
Ryōtsu-minato,JP,38.0833,138.4333,42.28,58,5.82,0,1618080539
Ossora,RU,59.2353,163.0719,2.95,81,8.66,23,1618080539
Lata,PT,40.1629,-8.3327,62.01,89,1.68,80,1618080184
Tankāra,IN,22.6667,70.7333,83.71,42,9.98,0,1618080540
Katsuura,JP,35.1333,140.3,50.0,66,10.36,20,1618080106
Hithadhoo,MV,-0.6,73.0833,83.79,65,11.72,99,1618079794
Ahipara,NZ,-35.1667,173.1667,63.3,93,0.6,11,1618080540
Yangi Marg`ilon,UZ,40.4272,71.7189,57.2,47,6.91,3,1618080541
Micheweni,TZ,-4.9667,39.8333,80.13,82,9.78,67,1618080541
Longyearbyen,SJ,78.2186,15.6401,23.0,68,24.16,75,1618080029
Kahului,US,20.8947,-156.47,71.6,78,5.75,20,1618079780
Esim,GH,4.8699,-2.2405,81.72,80,9.51,96,1618080116
Hamilton,US,39.1834,-84.5333,63.0,82,18.41,90,1618080542
Airai,TL,-8.9266,125.4092,57.88,80,1.68,78,1618080036
Almaznyy,RU,48.0448,40.045,50.0,50,4.47,20,1618080542
Saint-Philippe,RE,-21.3585,55.7679,80.6,69,11.14,90,1618080026
Jutaí,BR,-5.1833,-68.9,85.8,64,3.09,95,1618080543
Waddān,LY,29.1614,16.139,67.15,29,16.71,100,1618080090
Mount Isa,AU,-20.7333,139.5,75.2,38,16.11,78,1618080543
Salalah,OM,17.0151,54.0924,82.4,74,6.91,0,1618080178
Nemuro,JP,43.3236,145.575,33.91,77,7.65,5,1618080182
Neiafu,TO,-18.65,-173.9833,71.6,94,1.21,40,1618080544
Chui,UY,-33.6971,-53.4616,67.64,95,12.17,100,1618080028
Isangel,VU,-19.55,169.2667,78.03,85,11.88,100,1618080060
General Roca,AR,-39.0333,-67.5833,68.0,49,3.44,40,1618080545
Sisimiut,GL,66.9395,-53.6735,28.89,80,4.21,100,1618080545
Erzin,TR,36.9559,36.2,48.0,88,3.36,100,1618080545
São Filipe,CV,14.8961,-24.4956,75.76,63,10.94,12,1618080157
Finschhafen,PG,-6.6024,147.8681,78.57,84,4.88,100,1618080546
Venezuela,VE,8.0,-66.0,82.17,62,1.92,100,1618080546
Beringovskiy,RU,63.05,179.3167,5.68,90,20.56,100,1618080547
Comodoro Rivadavia,AR,-45.8667,-67.5,64.4,39,19.57,0,1618080140
Siero,ES,43.3833,-5.6667,57.0,85,2.04,100,1618080547
Dicabisagan,PH,17.0818,122.4157,75.27,80,6.62,100,1618080548
Buta,CD,2.7858,24.73,71.01,96,3.2,100,1618080548
New Norfolk,AU,-42.7826,147.0587,43.0,79,6.64,97,1618080057
Gouyave,GD,12.1646,-61.7296,84.2,65,18.41,75,1618080548
Bethel,US,41.3712,-73.414,69.8,56,9.22,75,1618080173
Sørland,NO,67.667,12.6934,35.53,90,27.29,100,1618080549
Dom Pedrito,BR,-30.9828,-54.6731,87.82,46,10.4,98,1618080549
Ridgecrest,US,35.6225,-117.6709,80.01,11,5.75,1,1618080550
Margate,GB,51.3813,1.3862,41.0,82,8.99,100,1618080550
Puerto Madero,MX,14.7208,-92.4215,89.6,55,9.22,20,1618080550
Sitka,US,57.0531,-135.33,33.8,75,11.5,90,1618079930
Ust'-Shonosha,RU,61.1531,41.343,39.83,82,13.89,100,1618080551
Sobolevo,RU,54.4299,31.8996,42.22,66,10.58,23,1618080045
Vaini,TO,-21.2,-175.2,68.0,94,3.44,20,1618080049
Skjervøy,NO,70.0311,20.9714,34.47,64,20.02,100,1618080551
Jardim,BR,-21.4803,-56.1381,93.0,36,11.34,99,1618080552
Mâncio Lima,BR,-7.6142,-72.8958,87.8,74,3.44,75,1618080552
Diré,ML,12.2833,-10.9667,97.84,14,5.03,5,1618080552
Walvis Bay,NA,-22.9575,14.5053,75.99,60,3.0,0,1618080141
Zhuhai,CN,22.2769,113.5678,73.0,83,16.11,40,1618080106
Kashan,IR,33.9831,51.4364,74.86,27,2.68,100,1618080553
Pisco,PE,-13.7,-76.2167,75.0,64,9.22,0,1618080072
Sakhipur,BD,24.3,90.1833,84.2,65,9.22,40,1618080553
Alice Springs,AU,-23.7,133.8833,60.01,72,4.61,0,1618080199
Atambua,ID,-9.1061,124.8925,71.69,79,3.2,87,1618080554
Srednekolymsk,RU,67.45,153.6833,-14.82,97,6.62,100,1618080554
Māngrol,IN,21.1167,70.1167,79.56,67,11.9,0,1618080555
Tual,ID,-5.6667,132.75,82.76,68,7.36,100,1618080213
Aklavik,CA,68.2191,-135.0107,-11.2,64,10.36,40,1618080145
Marsh Harbour,BS,26.5412,-77.0636,76.57,64,18.43,1,1618080200
Fort Nelson,CA,58.8053,-122.7002,12.2,67,4.61,90,1618080555
Mahalapye,BW,-23.1041,26.8142,71.44,44,5.64,0,1618080556
Leningradskiy,RU,69.3833,178.4167,-12.87,99,0.6,100,1618080063
Wainwright,CA,52.839,-110.8572,51.8,30,4.61,34,1618080556
Ouésso,CG,1.6136,16.0517,75.58,72,1.81,13,1618080557
Gazojak,TM,41.1875,61.4036,68.63,21,11.92,0,1618080142
Linjiang,CN,41.8069,126.9078,41.81,73,3.33,100,1618080227
Vostok,RU,46.4856,135.8833,27.18,68,5.82,18,1618080557
Pevek,RU,69.7008,170.3133,-24.07,98,1.83,93,1618080048
San Patricio,US,28.017,-97.5169,82.99,47,18.41,75,1618080134
Dubbo,AU,-32.25,148.6167,51.8,82,11.5,90,1618080558
Klaksvík,FO,62.2266,-6.589,30.2,64,11.5,20,1618080558
Kolondiéba,ML,11.0882,-6.8926,96.24,16,3.15,42,1618080559
Pacific Grove,US,36.6177,-121.9166,57.2,58,8.05,40,1618080164
Nabire,ID,-3.3667,135.4833,75.38,92,5.44,100,1618080179
Metro,ID,-5.1131,105.3067,75.04,91,1.36,96,1618080559
Nome,US,64.5011,-165.4064,8.01,51,16.11,1,1618080560
Šilutė,LT,55.3489,21.4831,34.81,74,1.16,71,1618080560
Marzuq,YE,14.4,46.4667,67.8,49,6.33,0,1618080144
Pinyug,RU,60.251,47.7842,31.42,93,6.13,2,1618080560
Norman Wells,CA,65.282,-126.8329,-9.4,64,10.36,90,1618080079
Malé,MV,4.1748,73.5089,84.2,79,5.75,20,1618080133
Rome,US,43.2128,-75.4557,78.01,40,5.75,1,1618080561
Kīhei,US,20.785,-156.4656,71.6,78,5.75,20,1618080476
Hecun,CN,36.5333,114.1111,52.03,49,4.88,22,1618080562
Kautokeino,NO,69.0125,23.0412,7.79,77,8.46,6,1618080562
Ballina,AU,-28.8667,153.5667,64.4,77,4.61,4,1618080562
Taicheng,CN,38.731,113.228,48.22,59,2.98,100,1618080563
Sayyan,YE,15.1718,44.3244,61.05,41,2.91,8,1618080190
Teya,RU,60.3778,92.6267,8.2,99,3.58,88,1618080563
Yabassi,CM,4.457,9.9682,84.2,79,2.3,40,1618080564
Yumen,CN,40.2833,97.2,51.58,39,13.89,44,1618080564
Butaritari,KI,3.0707,172.7902,81.48,78,10.92,99,1618080045
Kawalu,ID,-7.3817,108.2082,73.02,96,2.26,100,1618080564
Waingapu,ID,-9.6567,120.2641,76.73,80,4.16,6,1618080149
Thongwa,MM,16.7619,96.5278,80.6,83,5.75,20,1618080565
Erenhot,CN,43.6475,111.9767,50.54,52,4.79,27,1618080075
Heihe,CN,50.2441,127.4902,32.0,74,6.71,20,1618080566
Bowen,AU,-20.0167,148.2333,73.4,94,4.61,88,1618080033
Iqaluit,CA,63.7506,-68.5145,23.0,80,19.57,90,1618080171
Sinnamary,GF,5.3833,-52.95,81.52,75,6.76,36,1618080566
Muros,ES,42.7762,-9.0603,57.99,82,6.2,99,1618080138
Vila Franca do Campo,PT,37.7167,-25.4333,62.6,94,12.66,75,1618080029
Rongcheng,CN,30.634,117.8517,57.22,74,2.48,100,1618080567
Katiola,CI,8.1333,-5.1,86.0,54,6.91,100,1618080567
Brownsville,US,25.9018,-97.4975,86.0,61,14.97,90,1618080414
Āsmār,AF,35.0333,71.3581,61.59,52,9.13,89,1618080568
Richards Bay,ZA,-28.783,32.0377,72.19,83,10.58,0,1618080124
Los Llanos de Aridane,ES,28.6585,-17.9182,68.0,73,2.3,20,1618080088
Rey Bouba,CM,8.6724,14.1786,93.65,28,9.4,63,1618080568
Oriximiná,BR,-1.7656,-55.8661,84.47,67,3.15,92,1618080569
Visby,SE,57.6409,18.296,39.2,75,13.8,90,1618080569
Hirara,JP,24.8,125.2833,72.27,75,19.44,6,1618080569
Bubaque,GW,11.2833,-15.8333,77.67,72,13.71,8,1618080570
Otane,NZ,-39.8833,176.6333,68.0,83,5.01,13,1618080570
Okha,RU,53.5739,142.9478,25.88,86,11.79,8,1618080570
Jiamusi,CN,46.8333,130.35,50.11,37,13.98,100,1618080571
Paamiut,GL,61.994,-49.6678,34.29,91,9.53,3,1618080571
Sakaiminato,JP,35.55,133.2333,37.4,93,4.61,20,1618080571
Cacoal,BR,-11.4386,-61.4472,79.9,81,2.53,100,1618080309
Ratnagiri,IN,16.9833,73.3,79.99,75,4.25,13,1618080572
Wodonga,AU,-36.1167,146.8833,46.4,87,8.05,75,1618080572
Kumul,CN,42.8,93.45,55.49,33,4.94,28,1618080572
Bengkulu,ID,-3.8004,102.2655,75.65,90,4.38,96,1618080050
Bathsheba,BB,13.2167,-59.5167,78.8,65,8.05,20,1618080200
Dongobesh,TZ,-4.0667,35.3833,55.56,95,3.47,100,1618080573
Ucluelet,CA,48.9329,-125.5528,45.0,65,13.8,20,1618080573
Barentu,ER,15.1139,37.5928,80.38,37,5.68,65,1618080574
Bontang,ID,0.1333,117.5,76.41,86,5.35,50,1618080011
Hinton,CA,53.4001,-117.5857,33.01,74,6.91,100,1618080574
Lukovetskiy,RU,64.2956,41.9211,39.2,81,2.24,75,1618080575
Anchorage,US,61.2181,-149.9003,8.01,43,4.61,75,1618080534
Palmer,US,42.1584,-72.3287,73.99,46,8.05,20,1618080202
Esperance,AU,-33.8667,121.9,57.2,88,10.36,100,1618080074
Taksimo,RU,56.3444,114.8794,7.5,87,4.12,99,1618080316
San Luis,AR,-33.295,-66.3356,49.26,92,20.87,100,1618080056
Harper,LR,4.375,-7.7169,81.03,79,9.55,100,1618079861
Hay River,CA,60.8156,-115.7999,-0.4,60,11.5,99,1618080137
Bandar-e Lengeh,IR,26.5579,54.8807,82.4,28,6.91,0,1618080576
Eureka,US,40.8021,-124.1637,57.0,70,8.99,7,1618080576
Daru,PG,-9.0763,143.2092,76.42,85,2.59,98,1618080577
Port Hardy,CA,50.6996,-127.4199,42.8,65,8.05,40,1618080223
Kutulik,RU,53.3508,102.7839,25.18,76,8.57,90,1618080577
Olafsvik,IS,64.8945,-23.7142,38.01,96,10.67,100,1618080175
Saint-Pierre,RE,-21.3393,55.4781,80.6,65,3.4,90,1618080091
Dzaoudzi,YT,-12.7887,45.2699,78.8,89,2.3,100,1618080578
Porto-Novo,BJ,6.4965,2.6036,86.0,74,12.66,40,1618080578
Grootfontein,NA,-19.5667,18.1167,60.8,67,2.3,2,1618080377
Sabang,ID,5.8933,95.3214,83.5,72,8.39,70,1618080579
Kibakwe,TZ,-6.7167,36.3667,62.78,95,3.69,87,1618080579
Manggar,ID,-2.8833,108.2667,79.27,84,3.36,83,1618080580
Amuntai,ID,-2.4177,115.2494,74.28,98,0.69,94,1618080580
Kruisfontein,ZA,-34.0033,24.7314,61.0,95,1.01,100,1618080061
Port Lincoln,AU,-34.7333,135.8667,58.37,65,16.55,100,1618080205
Zaykovo,RU,57.5613,62.7568,40.62,97,8.48,100,1618080580
Wilmington,US,34.2257,-77.9447,77.0,68,6.91,90,1618079974
Hofn,IS,64.2539,-15.2082,32.94,45,4.5,71,1618080176
Wakkanai,JP,45.4094,141.6739,40.51,81,14.85,9,1618080581
Gadsden,US,34.0143,-86.0066,72.0,73,8.05,75,1618080581
Pangnirtung,CA,66.1451,-65.7125,17.6,79,2.48,90,1618080198
Pangody,RU,65.85,74.4859,25.5,95,9.15,81,1618080582
Abnūb,EG,27.2696,31.1511,62.6,45,11.5,0,1618080582
Agirish,RU,61.9247,63.0231,31.8,96,5.01,100,1618080583
Zolotkovo,RU,55.5281,41.1053,30.06,92,3.18,0,1618080583
St. George's,GD,12.0564,-61.7485,84.2,65,18.41,75,1618080583
Abu Samrah,SY,35.3029,37.1841,45.1,79,12.82,34,1618080068
Shibetsu,JP,43.659,145.132,33.3,76,5.21,7,1618080485
Namatanai,PG,-3.6667,152.4333,78.62,85,9.04,100,1618080195
Kavaratti,IN,10.5669,72.642,82.56,73,8.9,0,1618080185
Yeppoon,AU,-23.1333,150.7333,69.8,88,5.06,90,1618080225
Tiksi,RU,71.6872,128.8694,-17.21,99,5.73,41,1618080047
Oddur,SO,4.1213,43.8894,78.85,55,10.94,100,1618080584
Kismayo,SO,-0.3582,42.5454,83.43,75,12.53,56,1618080132
Kiama,AU,-34.6833,150.8667,59.0,66,3.0,0,1618080585
Colac,AU,-38.3333,143.5833,48.0,1,3.0,73,1618080585
Beloha,MG,-25.1667,45.05,71.49,88,9.01,0,1618080120
Waipawa,NZ,-41.4122,175.5153,66.2,82,24.16,75,1618080153
Manokwari,ID,-0.8667,134.0833,78.01,79,2.93,100,1618080106
Pandan,PH,14.0453,124.1694,77.47,80,10.27,100,1618080142
Kisumu,KE,-0.1022,34.7617,68.0,83,8.05,75,1618080586
Bognor Regis,GB,50.7821,-0.6798,45.0,78,1.99,100,1618080586
